subjectAuthorizedFormOfName,relationType,objectAuthorizedFormOfName,description,date,startDate,endDate,culture
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Luís Eduardo","Suplente da Comissão",,,,pt_BR
"Subcomissão da Ciência e Tecnologia e da Comunicação",associativo,"Luís Eduardo","Suplente da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Luis Roberto Ponte","Suplente da Comissão",,,,pt_BR
"Subcomissão da Nacionalidade da Soberania e das Relações Internacionais",associativo,"Luis Roberto Ponte","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Luis Roberto Ponte","Titular da Comissão",,,,pt_BR
"Subcomissão da Questão Urbana e Transporte",associativo,"Luis Roberto Ponte","2° Vice-Presidente da Subcomissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Luiz Alberto Rodrigues","Titular da Comissão",,,,pt_BR
"Subcomissão dos Municípios e Regiões",associativo,"Luiz Alberto Rodrigues","Presidente da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Luiz Alberto Rodrigues","Suplente da Comissão",,,,pt_BR
"Subcomissão de Princípios Gerais Intervenção do Estado Regime da Propriedade do Subsolo e da Atividade Econômica",associativo,"Luiz Alberto Rodrigues","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Luiz Freire","Titular da Comissão",,,,pt_BR
"Subcomissão dos Municípios e Regiões",associativo,"Luiz Freire","Titular da Subcomissão",,,,pt_BR
"Subcomissão de Tributos Participação e Distribuição das Receitas",associativo,"Luiz Freire","Suplente da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Luiz Freire","Suplente da Comissão",,,,pt_BR
"Subcomissão do Sistema Financeiro",associativo,"Luiz Gushiken","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Luiz Gushiken","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Direitos dos Trabalhadores e Servidores Públicos",associativo,"Luiz Gushiken","Suplente da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Luiz Gushiken","Titular da Comissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Luiz Henrique","Titular da Comissão",,,,pt_BR
"Subcomissão do Poder Legislativo",associativo,"Luiz Henrique","Titular da Subcomissão",,,,pt_BR
"Assembleia Nacional Constituinte de 1987-1988",associativo,"Luiz Inácio Lula da Silva",,,1987-00-00,1988-00-00,pt_BR
"Comissão da Ordem Social",associativo,"Luiz Inácio Lula da Silva","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Negros, Populações Indígenas, Pessoas Deficientes e Minorias",associativo,"Luiz Inácio Lula da Silva","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Luiz Marques","Titular da Comissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Luiz Marques","Suplente da Comissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Luiz Marques","Titular da Comissão",,,,pt_BR
"Subcomissão da Questão Urbana e Transporte",associativo,"Luiz Marques","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Luiz Salomão","Titular da Comissão",,,,pt_BR
"Subcomissão de Princípios Gerais Intervenção do Estado Regime da Propriedade do Subsolo e da Atividade Econômica",associativo,"Luiz Salomão","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Luiz Soyer","Titular da Comissão",,,,pt_BR
"Subcomissão do Sistema Eleitoral e Partidos Políticos",associativo,"Luiz Soyer","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Luiz Soyer","Suplente da Comissão",,,,pt_BR
"Subcomissão de Saúde Seguridade e do Meio Ambiente",associativo,"Luiz Soyer","Suplente da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Luiz Viana Neto","Titular da Comissão",,,,pt_BR
"Subcomissão da Nacionalidade da Soberania e das Relações Internacionais",associativo,"Luiz Viana Neto","Titular da Comissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Luiz Viana Neto","Suplente da Comissão",,,,pt_BR
"Subcomissão de Garantia da Constituição Reformas e Emendas",associativo,"Luiz Viana Neto","Suplente da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Lysâneas Maciel","Titular da Comissão",,,,pt_BR
"Subcomissão dos Direitos Políticos dos Direitos Coletivos e das Garantias",associativo,"Lysâneas Maciel","Relator da Subcomissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Lysâneas Maciel","Suplente da Comissão",,,,pt_BR
"Subcomissão de Defesa do Estado da Sociedade e de sua Segurança",associativo,"Lysâneas Maciel","Suplente da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Maluly Netto","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Direitos e Garantias Individuais",associativo,"Maluly Netto","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Maluly Netto","Titular da Comissão",,,,pt_BR
"Subcomissão da Política Agrícola e Fundiária e da Reforma Agrária",associativo,"Maluly Netto","Titular da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Manoel Castro","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Direitos Políticos dos Direitos Coletivos e das Garantias",associativo,"Manoel Castro","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Manoel Castro","Titular da Comissão",,,,pt_BR
"Subcomissão da Questão Urbana e Transporte",associativo,"Manoel Castro","1° Vice-Presidente da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Manoel Moreira","Suplente da Comissão",,,,pt_BR
"Subcomissão do Poder Executivo",associativo,"Manoel Moreira","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Manoel Ribeiro","Titular da Comissão",,,,pt_BR
"Subcomissão do Poder Legislativo",associativo,"Manoel Ribeiro","Titular da Subcomissão",,,,pt_BR
"Subcomissão de Orçamento e Fiscalização Financeira",associativo,"Manoel Ribeiro","Suplente da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Manoel Ribeiro","Suplente da Comissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Manuel Viana","Titular da Comissão",,,,pt_BR
"Subcomissão da Nacionalidade da Soberania e das Relações Internacionais",associativo,"Manuel Viana","Titular da Comissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Márcia Kubitschek","Suplente da Comissão",,,,pt_BR
"Subcomissão da União Distrito Federal e Territórios",associativo,"Márcia Kubitschek","Suplente da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Márcia Kubitschek","Titular da Comissão",,,,pt_BR
"Subcomissão da Educação Cultura e Esportes",associativo,"Márcia Kubitschek","Titular da Subcomissão",,,,pt_BR
"Subcomissão de Tributos Participação e Distribuição das Receitas",associativo,"Márcio Braga","Titular da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Márcio Braga","Titular da Comissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Marcos Lima","Titular da Comissão",,,,pt_BR
"Subcomissão de Princípios Gerais Intervenção do Estado Regime da Propriedade do Subsolo e da Atividade Econômica",associativo,"Marcos Lima","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Marluce Pinto","Titular da Comissão",,,,pt_BR
"Subcomissão da União Distrito Federal e Territórios",associativo,"Marluce Pinto","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Marluce Pinto","Suplente da Comissão",,,,pt_BR
"Subcomissão do Poder Executivo",associativo,"Marluce Pinto","Suplente da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Matheus Iensen","Suplente da Comissão",,,,pt_BR
"Subcomissão da Nacionalidade da Soberania e das Relações Internacionais",associativo,"Matheus Iensen","Suplente da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Matheus Iensen","Titular da Comissão",,,,pt_BR
"Subcomissão da Família do Menor e do Idoso",associativo,"Matheus Iensen","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Mattos Leão","Titular da Comissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Mattos Leão","Suplente da Comissão",,,,pt_BR
"Subcomissão de Saúde Seguridade e do Meio Ambiente",associativo,"Mattos Leão","Suplente da Subcomissão",,,,pt_BR
"Subcomissão dos Negros, Populações Indígenas, Pessoas Deficientes e Minorias",associativo,"Mattos Leão","Titular da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Maria Abadia","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Direitos Políticos dos Direitos Coletivos e das Garantias",associativo,"Maria Abadia","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Maria Abadia","Titular da Comissão",,,,pt_BR
"Subcomissão de Saúde Seguridade e do Meio Ambiente",associativo,"Maria Abadia","2° Vice-Presidente da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Maria Lúcia","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Direitos e Garantias Individuais",associativo,"Maria Lúcia","Suplente da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Maria Lúcia","Titular da Comissão",,,,pt_BR
"Subcomissão da Família do Menor e do Idoso",associativo,"Maria Lúcia","Titular da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Mário Assad","Presidente da Comissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Mário Assad","Suplente da Comissão",,,,pt_BR
"Subcomissão da União Distrito Federal e Territórios",associativo,"Mário Assad","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Mário Bouchardet","Titular da Comissão",,,,pt_BR
"Subcomissão dos Estados",associativo,"Mário Bouchardet","Titular da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Mário Bouchardet","Suplente da Comissão",,,,pt_BR
"Subcomissão da Família do Menor e do Idoso",associativo,"Mário Bouchardet","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Mário de Oliveira","Titular da Comissão",,,,pt_BR
"Subcomissão de Garantia da Constituição Reformas e Emendas",associativo,"Mário de Oliveira","Titular da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Mário de Oliveira","Suplente da Comissão",,,,pt_BR
"Subcomissão da Educação Cultura e Esportes",associativo,"Mário de Oliveira","Suplente da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Mário Lima","Suplente da Comissão",,,,pt_BR
"Subcomissão da Nacionalidade da Soberania e das Relações Internacionais",associativo,"Mário Lima","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Mário Lima","Titular da Comissão",,,,pt_BR
"Subcomissão dos Direitos dos Trabalhadores e Servidores Públicos",associativo,"Mário Lima","Relator da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Maurício Campos","Suplente da Comissão",,,,pt_BR
"Subcomissão do Poder Executivo",associativo,"Maurício Campos","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Maurício Campos","Titular da Comissão",,,,pt_BR
"Subcomissão do Sistema Eleitoral e Partidos Políticos",associativo,"Maurício Campos","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Maurício Fruet","Titular da Comissão",,,,pt_BR
"Subcomissão dos Municípios e Regiões",associativo,"Maurício Fruet","Titular da Subcomissão",,,,pt_BR
"Subcomissão de Tributos Participação e Distribuição das Receitas",associativo,"Maurício Fruet","Suplente da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Maurício Fruet","Suplente da Comissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Maurício Nasser","Titular da Comissão",,,,pt_BR
"Subcomissão da Nacionalidade da Soberania e das Relações Internacionais",associativo,"Maurício Nasser","Titular da Comissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Maurício Nasser","Suplente da Comissão",,,,pt_BR
"Subcomissão da Educação Cultura e Esportes",associativo,"Maurício Nasser","Suplente da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Maurício Pádua","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Direitos e Garantias Individuais",associativo,"Maurício Pádua","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Maurício Pádua","Titular da Comissão",,,,pt_BR
"Subcomissão do Poder Executivo",associativo,"Maurício Pádua","Titular da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Maurílio Ferreira Lima","Titular da Comissão",,,,pt_BR
"Subcomissão dos Direitos Políticos dos Direitos Coletivos e das Garantias",associativo,"Maurílio Ferreira Lima","Presidente da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Maurílio Ferreira Lima","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Negros, Populações Indígenas, Pessoas Deficientes e Minorias",associativo,"Maurílio Ferreira Lima","Suplente da Subcomissão",,,,pt_BR
"Subcomissão do Sistema Financeiro",associativo,"Mauro Campos","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Mauro Campos","Suplente da Comissão",,,,pt_BR
"Subcomissão da Política Agrícola e Fundiária e da Reforma Agrária",associativo,"Mauro Campos","Suplente da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Mauro Campos","Titular da Comissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Mauro Miranda","Titular da Comissão",,,,pt_BR
"Subcomissão dos Municípios e Regiões",associativo,"Mauro Miranda","1° Vice-Presidente da Subcomissão",,,,pt_BR
